ID,Review,Date_of_review,Difficulty,Prof_rate,Course_ID,Prof_netlinkID
651,"Very fair class, no surprises on exams. Assignments were perfect practice for the exams as well. Overall very well taught course! Would take him again if possible","Apr 27th, 2023",1,,CSC115,aestey
652,"Anthony Estey is generally a really great professor. He's clear, concise, and cares about his students. He's also available for a lot of areas in the department, and quite a few early courses are structured by him. If you ever need anything, he's a great professor to go to. If there's a class with him as your instructor, you should take it!","Apr 27th, 2023",3,,CSC115,aestey
653,He did a really good job this semester in providing an online section for the course. Lectures were well delivered and were helpful for course completion. They were interactive and he engaged with the students. He is accessible outside of class and provides a lot of office hours that are always full of students. He is very respectful.,"Apr 6th, 2023",3,,CSC115,aestey
654,"My favourite CSC prof so far. Great lecturer, although they do move a bit slowly some times.","Apr 6th, 2023",2,,CSC115,aestey
655,"Take any course offered by Anthony if you get the chance, he's awesome. Great lectures, great energy, kind, accessible, organized, literally checks all the boxes.","Apr 4th, 2023",3,,CSC115,aestey
656,Yun Lu gets a low rating among undergrads because the CSC department likes to make new professors teach everything. Her graduate-level DP course was great. She is effective at lecturing and the workload is alright. Contrary to my previous experiences at UVic I have never felt stressed out for her class. Will definitely take this professor again.,"Nov 25th, 2023",4,,CSC588A,yunlu
657,"Great at csc110,I want to take her course again in the future.","Jul 16th, 2023",2,,CSC110,yunlu
658,Everything you need to learn for comp sci 110 is done through pre recorded lectures and quizzes. The lectures were useless for me and all the learning can be done remotel. Yun grades midterms in less than 24 hours and you get them back the following class. Overall she is a good prof but you can tell she is new.,"Apr 20th, 2023",2,,CSC110,yunlu
659,The lectures were a waste of time. All course material was in pre-lecture videos that were made by another professor. Midterms were also difficult and graded harshly. Also doesn't reply to discussion forum questions in a timely manner??? We've been given 0 information on the upcoming final and she has made no announcements about it.,"Apr 19th, 2023",4,1,CSC110,yunlu
660,"I have sympathy to the fact that this was Dr. Lu's first time teaching CSC 110, but she was never prepared for class. Lectures were disorganized and basically repeated the content of prelecture videos, which were made by a different prof. I'm glad that this wasn't my first exposure to coding, because if it was I would be completely scared off.","Mar 6th, 2023",4,1,CSC110,yunlu
661,Yum Lu graded assignments and tests very poorly and was the way she structured her class was confusing and disorganized.,"Feb 13th, 2023",4,2,CSC110,yunlu
662,"His teaching is quite poor, I had to learn the through significant help from outside the course. His midterms and finals are very similar to the years before but, the course is rather difficult for first year course and very strangely laid out. I would not reccomend taking classes with him.","Jun 21st, 2024",5,1,CSC110,zastre
663,Overrated. Lectures are just him talking over dense slides trying to sound smart - he works through very few live examples. He is difficult to understand because of his verbose and roundabout answers to simple questions. He can also be quite rude.,"Apr 27th, 2024",5,1,CSC360,zastre
664,"Talks in proverbs half the time, but other than that really cares/respects students.","Apr 26th, 2024",3,,CSC360,zastre
665,"althought he is the most prepared and organized prof at uvic, he is my least favorite so far bc his lectures are him trying to sound smart and making things 10x more complicated than they actually are","Apr 18th, 2024",5,,CSC360,zastre
666,"A king, his lecture slides were super helpful and informal and he is a funny guy. Definitely still have to work hard to do well in his classes but he makes things a lot less easier!","Oct 26th, 2023",4,,CSC110,zastre
667,"Zastre's lectures are very engaging, and you will learn a lot with him as your prof. I would highly recommend taking Zastre for any course you have, as long as you're ready for difficult assignments and very difficult exams. Overall, if you want to learn and understand a class, take Zastre. If you want a good grade, don't.","May 10th, 2023",5,,CSC360,zastre
668,"Lectures are pure gold, though sometimes he had a flippant attitude towards students who asked questions that he deemed to be too basic. I learned a lot more in SENG265 with Zastre than my friends did who took it with Hausi. Go to lectures and start the assignments early. Midterms and finals are reused for the most part.","Apr 23rd, 2023",3,,SENG265,zastre
669,"i loved Zastre he is such a gem. This class is HARD his lectures were very dense but if you attend lectures and ACTIVELY LISTEN he is excellent at explaining concepts. His exams were very fair and focused a lot on the ""why"" behind material. I honestly learned so much from him, not only the material but how to break down and solve problems","Apr 18th, 2023",4,,CSC230,zastre
670,"not sure why zastre's ratings are so controversial, I thought he was a fantastic prof. Brings a great attitude to the classroom and has very detailed slides that he discusses. I was engaged in this class throughout the semester. Really enjoyed the system of asking questions thru the phone during class and overall would 100% reccomend","Apr 16th, 2023",3,,CSC230,zastre
